action_id,disruption_id,action_type,supplier_id,component_id,factory_id,route_id,source_location,destination_location,available_capacity,action_cost,time_saved_days,risk_score,implementation_time,success_probability,feasible
A004484,D002989,Use_Backup_Inventory,,C200,F008,R0848,W024,W025,7150,355.05,1,0.05,1,0.95,True
A004485,D002990,Reallocate_Inventory,,C296,F008,R0802,W001,W002,10000,1112.7,2,0.05,1,0.95,True
A004486,D002991,Increase_Production,,,F008,,,,1764,45002.46,5,0.05,9,0.95,True
A004487,D002991,Reschedule_Production,,,F008,,,,4153,6000.33,5,0.05,9,0.95,True
A004488,D002992,Expedite_Shipment,,,F008,R0200,S100,F008,10000,213.06,3,0.05,3,0.95,True
A004489,D002993,Switch_Supplier,S049,C049,F009,,S049,F009,10000,146787.0,0,0.0302,16,0.9698,False
A004490,D002993,Use_Backup_Inventory,,C203,F009,R0851,W026,W027,10000,1623.34,10,0.05,4,0.95,True
A004491,D002994,Reallocate_Inventory,,C103,F009,R0838,W019,W020,10000,4516.02,9,0.05,1,0.95,True
A004492,D002995,Increase_Production,,,F009,,,,2040,3503.04,5,0.05,9,0.95,True
A004493,D002995,Reschedule_Production,,,F009,,,,1429,467.07,5,0.05,9,0.95,True
A004494,D002996,Expedite_Shipment,,,F009,R0175,S088,F009,10000,79.93,2,0.05,2,0.95,True
A004495,D002997,Switch_Supplier,S005,C005,F010,,S005,F010,10000,1758.4,10,0.219,3,0.781,True
A004496,D002997,Use_Backup_Inventory,,C435,F010,R0832,W016,W017,10000,536.38,12,0.05,1,0.95,True
A004497,D002998,Reallocate_Inventory,,C005,F010,R0818,W009,W010,10000,6432.75,4,0.05,1,0.95,True
A004498,D002999,Increase_Production,,,F010,,,,576,50773.73,3,0.05,5,0.95,False
A004499,D002999,Reschedule_Production,,,F010,,,,545,6769.83,3,0.05,5,0.95,False
A004500,D003000,Expedite_Shipment,,,F010,R0087,S044,F010,10000,173.68,3,0.05,3,0.95,True
A004501,D003001,Switch_Supplier,S001,C001,F011,,S001,F011,10000,6036.0,0,0.2032,18,0.7968,False
A004502,D003001,Use_Backup_Inventory,,C186,F011,R0823,W012,W013,5540,1189.26,6,0.05,3,0.95,False
A004503,D003002,Reallocate_Inventory,,C203,F011,R0854,W027,W028,10000,1888.39,3,0.05,1,0.95,True
A004504,D003003,Increase_Production,,,F011,,,,2070,21238.56,0,0.05,2,0.95,False
A004505,D003003,Reschedule_Production,,,F011,,,,1636,2831.81,0,0.05,2,0.95,False
A004506,D003004,Expedite_Shipment,,,F011,R0163,S082,F011,10000,65.25,3,0.05,4,0.95,True
A004507,D003005,Switch_Supplier,S005,C005,F012,,S005,F012,10000,5182.8,8,0.219,3,0.781,True
A004508,D003005,Use_Backup_Inventory,,C207,F012,R0805,W003,W004,10000,560.76,7,0.05,4,0.95,True
A004509,D003006,Reallocate_Inventory,,C199,F012,R0841,W021,W022,10000,286.16,3,0.05,2,0.95,True
A004510,D003007,Increase_Production,,,F012,,,,4448,59930.03,3,0.05,5,0.95,True
A004511,D003007,Reschedule_Production,,,F012,,,,6649,7990.67,3,0.05,5,0.95,True
A004512,D003008,Expedite_Shipment,,,F012,R0147,S074,F012,10000,96.84,1,0.05,2,0.95,True
A004513,D003009,Switch_Supplier,S006,C006,F013,,S006,F013,10000,18154.5,10,0.0352,3,0.9648,True
A004514,D003009,Use_Backup_Inventory,,C337,F013,R0814,W007,W008,10000,4008.36,12,0.05,1,0.95,True
A004515,D003010,Reallocate_Inventory,,C248,F013,R0822,W011,W012,4763,436.74,1,0.05,1,0.95,True
A004516,D003011,Increase_Production,,,F013,,,,740,4525.02,2,0.05,5,0.95,True
A004517,D003011,Reschedule_Production,,,F013,,,,663,603.34,2,0.05,5,0.95,True
A004518,D003012,Expedite_Shipment,,,F013,R0074,S037,F013,10000,170.5,4,0.05,4,0.95,True
A004519,D003013,Switch_Supplier,S022,C022,F014,,S022,F014,10000,38476.9,0,0.2281,16,0.7719,False
A004520,D003013,Use_Backup_Inventory,,C346,F014,R0840,W020,W021,6531,548.59,4,0.05,1,0.95,True
A004521,D003014,Reallocate_Inventory,,C423,F014,R0813,W007,W008,2628,470.34,5,0.05,4,0.95,True
A004522,D003015,Increase_Production,,,F014,,,,1291,7252.88,4,0.05,6,0.95,True
A004523,D003015,Reschedule_Production,,,F014,,,,1280,967.05,4,0.05,6,0.95,True
A004524,D003016,Expedite_Shipment,,,F014,R0053,S027,F014,10000,114.42,4,0.05,4,0.95,True
A004525,D003017,Switch_Supplier,S012,C012,F015,,S012,F015,10000,7621.95,8,0.2628,5,0.7372,True
A004526,D003017,Use_Backup_Inventory,,C249,F015,R0817,W009,W010,10000,415.02,9,0.05,4,0.95,True
A004527,D003018,Reallocate_Inventory,,C070,F015,R0832,W016,W017,7574,3331.72,9,0.05,1,0.95,True
A004528,D003019,Increase_Production,,,F015,,,,4725,79535.82,1,0.05,3,0.95,True
A004529,D003019,Reschedule_Production,,,F015,,,,3209,10604.78,1,0.05,3,0.95,True
A004530,D003020,Expedite_Shipment,,,F015,R0077,S039,F015,10000,217.24,2,0.05,3,0.95,True
A004531,D003021,Switch_Supplier,S033,C033,F016,,S033,F016,10000,91922.6,0,0.0629,25,0.9371,False
A004532,D003021,Use_Backup_Inventory,,C058,F016,R0867,W003,W002,6254,1176.68,2,0.05,3,0.95,True
A004533,D003022,Reallocate_Inventory,,C156,F016,R0813,W007,W008,10000,1328.95,8,0.05,4,0.95,True
A004534,D003023,Increase_Production,,,F016,,,,2440,23505.9,2,0.05,4,0.95,True
A004535,D003023,Reschedule_Production,,,F016,,,,6402,3134.12,2,0.05,4,0.95,True
A004536,D003024,Expedite_Shipment,,,F016,R0112,S056,F016,10000,24.16,7,0.05,7,0.95,True
A004537,D003025,Switch_Supplier,S023,C023,F017,,S023,F017,10000,14693.2,0,0.2929,10,0.7071,False
A004538,D003025,Use_Backup_Inventory,,C359,F017,R0811,W006,W007,10000,393.86,0,0.05,4,0.95,False
A004539,D003026,Reallocate_Inventory,,C071,F017,R0833,W017,W018,10000,663.75,2,0.05,4,0.95,True
A004540,D003027,Increase_Production,,,F017,,,,1638,31042.28,2,0.05,5,0.95,False
A004541,D003027,Reschedule_Production,,,F017,,,,5279,4138.97,2,0.05,5,0.95,True
A004542,D003028,Expedite_Shipment,,,F017,R0036,S018,F017,10000,358.01,4,0.05,4,0.95,True
A004543,D003029,Switch_Supplier,S030,C030,F018,,S030,F018,10000,17562.5,0,0.2118,26,0.7882,False
A004544,D003029,Use_Backup_Inventory,,C360,F018,R0980,W005,W001,10000,358.05,7,0.05,1,0.95,True
A004545,D003030,Reallocate_Inventory,,C485,F018,R0819,W010,W011,8513,130.49,7,0.05,1,0.95,True
A004546,D003031,Increase_Production,,,F018,,,,373,24299.1,2,0.05,5,0.95,False
A004547,D003031,Reschedule_Production,,,F018,,,,1631,3239.88,2,0.05,5,0.95,True
A004548,D003032,Expedite_Shipment,,,F018,R0047,S024,F018,10000,368.79,3,0.05,4,0.95,True
A004549,D003033,Switch_Supplier,S003,C003,F019,,S003,F019,10000,623.2,0,0.0135,12,0.9865,False
A004550,D003033,Use_Backup_Inventory,,C340,F019,R0834,W017,W018,10000,340.86,5,0.05,1,0.95,True
A004551,D003034,Reallocate_Inventory,,C057,F019,R0979,W005,W001,8737,153.15,10,0.05,2,0.95,True
A004552,D003035,Increase_Production,,,F019,,,,720,306044.97,3,0.05,6,0.95,False
A004553,D003035,Reschedule_Production,,,F019,,,,1833,40806.0,3,0.05,6,0.95,False
A004554,D003036,Expedite_Shipment,,,F019,R0153,S077,F019,10000,338.79,5,0.05,6,0.95,True
A004555,D003037,Switch_Supplier,S016,C016,F020,,S016,F020,10000,17724.25,0,0.3293,23,0.6707,False
A004556,D003037,Use_Backup_Inventory,,C394,F020,R0946,W011,W005,3688,616.99,1,0.05,1,0.95,True
A004557,D003038,Reallocate_Inventory,,C155,F020,R0933,W013,W006,10000,406.02,4,0.05,3,0.95,True
A004558,D003039,Increase_Production,,,F020,,,,1152,3579.6,2,0.05,3,0.95,True
A004559,D003039,Reschedule_Production,,,F020,,,,1985,477.28,2,0.05,3,0.95,True
A004560,D003040,Expedite_Shipment,,,F020,R0141,S071,F020,10000,159.45,4,0.05,5,0.95,True
A004561,D003041,Switch_Supplier,S001,C001,F001,,S001,F001,10000,510.0,0,0.2032,18,0.7968,False
A004562,D003041,Use_Backup_Inventory,,C460,F001,R0819,W010,W011,10000,62.68,12,0.05,1,0.95,True
A004563,D003042,Reallocate_Inventory,,C272,F001,R0811,W006,W007,10000,596.06,10,0.05,4,0.95,True
A004564,D003043,Increase_Production,,,F001,,,,564,145481.88,4,0.05,8,0.95,False
A004565,D003043,Reschedule_Production,,,F001,,,,973,19397.58,4,0.05,8,0.95,False
A004566,D003044,Expedite_Shipment,,,F001,R0120,S060,F001,10000,100.31,2,0.05,3,0.95,True
A004567,D003045,Switch_Supplier,S003,C003,F002,,S003,F002,10000,8437.9,0,0.0135,12,0.9865,False
A004568,D003045,Use_Backup_Inventory,,C232,F002,R0853,W027,W028,10000,1157.76,0,0.05,4,0.95,False
A004569,D003046,Reallocate_Inventory,,C189,F002,R0939,W011,W013,5700,737.05,1,0.05,4,0.95,True
A004570,D003047,Increase_Production,,,F002,,,,2000,18692.19,4,0.05,6,0.95,True
A004571,D003047,Reschedule_Production,,,F002,,,,1953,2492.29,4,0.05,6,0.95,True
A004572,D003048,Expedite_Shipment,,,F002,R0071,S036,F002,10000,68.09,1,0.05,2,0.95,True
A004573,D003049,Switch_Supplier,S003,C003,F003,,S003,F003,10000,1018.4,0,0.0135,12,0.9865,False
A004574,D003049,Use_Backup_Inventory,,C156,F003,R0910,W008,W011,10000,381.1,1,0.05,1,0.95,True
A004575,D003050,Reallocate_Inventory,,C408,F003,R0837,W019,W020,10000,1328.0,0,0.05,4,0.95,False
A004576,D003051,Increase_Production,,,F003,,,,2822,30330.3,2,0.05,5,0.95,True
A004577,D003051,Reschedule_Production,,,F003,,,,5361,4044.04,2,0.05,5,0.95,True
A004578,D003052,Expedite_Shipment,,,F003,R0111,S056,F003,10000,579.27,7,0.05,7,0.95,True
A004579,D003053,Switch_Supplier,S012,C012,F004,,S012,F004,10000,37330.3,0,0.2628,5,0.7372,False
A004580,D003053,Use_Backup_Inventory,,C144,F004,R0876,W027,W001,10000,4343.05,3,0.05,1,0.95,True
A004581,D003054,Reallocate_Inventory,,C441,F004,R0843,W022,W023,10000,448.97,6,0.05,3,0.95,True
A004582,D003055,Increase_Production,,,F004,,,,1339,1934.28,2,0.05,4,0.95,True
A004583,D003055,Reschedule_Production,,,F004,,,,5504,257.9,2,0.05,4,0.95,True
A004584,D003056,Expedite_Shipment,,,F004,R0030,S015,F004,10000,217.77,6,0.05,7,0.95,True
A004585,D003057,Switch_Supplier,S029,C029,F005,,S029,F005,10000,49259.2,0,0.1237,17,0.8763,False
A004586,D003057,Use_Backup_Inventory,,C210,F005,R0812,W006,W007,10000,2571.72,4,0.05,1,0.95,True
A004587,D003058,Reallocate_Inventory,,C046,F005,R0834,W017,W018,3043,1021.52,9,0.05,1,0.95,True
A004588,D003059,Increase_Production,,,F005,,,,1596,11262.24,0,0.05,2,0.95,False
A004589,D003059,Reschedule_Production,,,F005,,,,7252,1501.63,0,0.05,2,0.95,False
A004590,D003060,Expedite_Shipment,,,F005,R0123,S062,F005,10000,122.2,7,0.05,7,0.95,True
A004591,D003061,Switch_Supplier,S023,C023,F006,,S023,F006,10000,21483.9,0,0.2929,10,0.7071,False
A004592,D003061,Use_Backup_Inventory,,C293,F006,R0850,W025,W026,7549,542.42,5,0.05,1,0.95,True
A004593,D003062,Reallocate_Inventory,,C154,F006,R0815,W008,W009,6272,559.45,3,0.05,2,0.95,True
A004594,D003063,Increase_Production,,,F006,,,,997,73476.29,0,0.05,2,0.95,False
A004595,D003063,Reschedule_Production,,,F006,,,,1550,9796.84,0,0.05,2,0.95,False
A004596,D003064,Expedite_Shipment,,,F006,R0003,S002,F006,10000,42.66,5,0.05,5,0.95,True
A004597,D003065,Switch_Supplier,S005,C005,F007,,S005,F007,10000,11782.4,8,0.219,3,0.781,True
A004598,D003065,Use_Backup_Inventory,,C095,F007,R1000,W012,W008,10000,990.23,10,0.05,1,0.95,True
A004599,D003066,Reallocate_Inventory,,C395,F007,R0955,W006,W011,5407,137.22,3,0.05,2,0.95,True
A004600,D003067,Increase_Production,,,F007,,,,3108,17845.35,3,0.05,5,0.95,True
A004601,D003067,Reschedule_Production,,,F007,,,,3061,2379.38,3,0.05,5,0.95,True
A004602,D003068,Expedite_Shipment,,,F007,R0190,S095,F007,10000,74.26,2,0.05,2,0.95,True
A004603,D003069,Switch_Supplier,S037,C037,F008,,S037,F008,10000,102856.0,0,0.1628,5,0.8372,False
A004604,D003069,Use_Backup_Inventory,,C400,F008,R0825,W013,W014,6318,1637.19,1,0.05,4,0.95,True
A004605,D003070,Reallocate_Inventory,,C095,F008,R0811,W006,W007,10000,896.0,6,0.05,4,0.95,True
A004606,D003071,Increase_Production,,,F008,,,,1764,93448.38,0,0.05,2,0.95,False
A004607,D003071,Reschedule_Production,,,F008,,,,4153,12459.78,0,0.05,2,0.95,False
A004608,D003072,Expedite_Shipment,,,F008,R0200,S100,F008,10000,135.79,7,0.05,7,0.95,True
A004609,D003073,Switch_Supplier,S076,C076,F009,,S076,F009,10000,69090.0,9,0.1525,5,0.8475,True
A004610,D003073,Use_Backup_Inventory,,C203,F009,R0853,W027,W028,10000,1450.56,10,0.05,4,0.95,True
A004611,D003074,Reallocate_Inventory,,C231,F009,R0848,W024,W025,8268,1227.75,9,0.05,1,0.95,True
A004612,D003075,Increase_Production,,,F009,,,,2040,40540.8,3,0.05,5,0.95,False
A004613,D003075,Reschedule_Production,,,F009,,,,1429,5405.44,3,0.05,5,0.95,False
A004614,D003076,Expedite_Shipment,,,F009,R0129,S065,F009,10000,171.96,4,0.05,4,0.95,True
A004615,D003077,Switch_Supplier,S011,C011,F010,,S011,F010,10000,27830.0,0,0.1295,28,0.8705,False
A004616,D003077,Use_Backup_Inventory,,C153,F010,R0807,W004,W005,2200,599.78,0,0.05,2,0.95,False
A004617,D003078,Reallocate_Inventory,,C444,F010,R0847,W024,W025,4807,516.42,12,0.05,2,0.95,True
A004618,D003079,Increase_Production,,,F010,,,,576,36001.8,5,0.05,9,0.95,False
A004619,D003079,Reschedule_Production,,,F010,,,,545,4800.24,5,0.05,9,0.95,False
A004620,D003080,Expedite_Shipment,,,F010,R0130,S065,F010,10000,99.91,1,0.05,2,0.95,True
A004621,D003081,Switch_Supplier,S029,C029,F011,,S029,F011,10000,9139.2,0,0.1237,17,0.8763,False
A004622,D003081,Use_Backup_Inventory,,C296,F011,R0860,W030,W001,10000,122.91,4,0.05,1,0.95,True
A004623,D003082,Reallocate_Inventory,,C186,F011,R0825,W013,W014,5564,431.71,4,0.05,4,0.95,True
A004624,D003083,Increase_Production,,,F011,,,,2070,12073.11,4,0.05,7,0.95,True
A004625,D003083,Reschedule_Production,,,F011,,,,1636,1609.75,4,0.05,7,0.95,True
A004626,D003084,Expedite_Shipment,,,F011,R0041,S021,F011,10000,100.66,3,0.05,4,0.95,True
A004627,D003085,Switch_Supplier,S076,C076,F012,,S076,F012,10000,47922.0,2,0.1525,5,0.8475,True
A004628,D003085,Use_Backup_Inventory,,C214,F012,R0822,W011,W012,10000,1583.97,6,0.05,1,0.95,True
A004629,D003086,Reallocate_Inventory,,C214,F012,R0819,W010,W011,10000,73.21,4,0.05,1,0.95,True
A004630,D003087,Increase_Production,,,F012,,,,4448,37860.98,3,0.05,5,0.95,True
A004631,D003087,Reschedule_Production,,,F012,,,,6649,5048.13,3,0.05,5,0.95,True
A004632,D003088,Expedite_Shipment,,,F012,R0184,S092,F012,10000,131.22,6,0.05,6,0.95,True
A004633,D003089,Switch_Supplier,S020,C020,F013,,S020,F013,10000,30569.55,8,0.0739,4,0.9261,True
A004634,D003089,Use_Backup_Inventory,,C469,F013,R0842,W021,W022,10000,1308.03,11,0.05,1,0.95,True
A004635,D003090,Reallocate_Inventory,,C437,F013,R0833,W017,W018,4572,946.53,10,0.05,4,0.95,True
A004636,D003091,Increase_Production,,,F013,,,,740,60235.23,3,0.05,6,0.95,False
A004637,D003091,Reschedule_Production,,,F013,,,,663,8031.36,3,0.05,6,0.95,False
A004638,D003092,Expedite_Shipment,,,F013,R0137,S069,F013,10000,40.72,4,0.05,5,0.95,True
A004639,D003093,Switch_Supplier,S016,C016,F014,,S016,F014,10000,2154.5,0,0.3293,23,0.6707,False
A004640,D003093,Use_Backup_Inventory,,C423,F014,R0818,W009,W010,2773,332.13,3,0.05,1,0.95,True
A004641,D003094,Reallocate_Inventory,,C346,F014,R0836,W018,W019,6143,153.96,2,0.05,1,0.95,True
A004642,D003095,Increase_Production,,,F014,,,,1291,18235.8,3,0.05,6,0.95,True
A004643,D003095,Reschedule_Production,,,F014,,,,1280,2431.44,3,0.05,6,0.95,True
A004644,D003096,Expedite_Shipment,,,F014,R0053,S027,F014,10000,108.78,6,0.05,6,0.95,True
A004645,D003097,Switch_Supplier,S003,C003,F015,,S003,F015,10000,2027.3,1,0.0135,12,0.9865,True
A004646,D003097,Use_Backup_Inventory,,C136,F015,R0832,W016,W017,6343,834.82,12,0.05,1,0.95,True
A004647,D003098,Reallocate_Inventory,,C249,F015,R0830,W015,W016,10000,1250.35,8,0.05,1,0.95,True
A004648,D003099,Increase_Production,,,F015,,,,4725,240730.08,0,0.05,2,0.95,False
A004649,D003099,Reschedule_Production,,,F015,,,,3209,32097.34,0,0.05,2,0.95,False
A004650,D003100,Expedite_Shipment,,,F015,R0145,S073,F015,10000,308.98,7,0.05,7,0.95,True
A004651,D003101,Switch_Supplier,S014,C014,F016,,S014,F016,10000,55669.95,0,0.1577,4,0.8423,False
A004652,D003101,Use_Backup_Inventory,,C458,F016,R0822,W011,W012,10000,3219.81,3,0.05,1,0.95,True
A004653,D003102,Reallocate_Inventory,,C266,F016,R0876,W027,W001,10000,3666.8,11,0.05,1,0.95,True
A004654,D003103,Increase_Production,,,F016,,,,2440,8695.5,2,0.05,3,0.95,True
A004655,D003103,Reschedule_Production,,,F016,,,,6402,1159.4,2,0.05,3,0.95,True
A004656,D003104,Expedite_Shipment,,,F016,R0116,S058,F016,10000,39.72,3,0.05,4,0.95,True
A004657,D003105,Switch_Supplier,S005,C005,F017,,S005,F017,10000,6661.2,0,0.219,3,0.781,False
A004658,D003105,Use_Backup_Inventory,,C359,F017,R0867,W003,W002,10000,502.84,0,0.05,3,0.95,False
A004659,D003106,Reallocate_Inventory,,C241,F017,R0980,W005,W001,5676,766.45,9,0.05,1,0.95,True
A004660,D003107,Increase_Production,,,F017,,,,1638,5142.68,4,0.05,7,0.95,True
A004661,D003107,Reschedule_Production,,,F017,,,,5279,685.69,4,0.05,7,0.95,True
A004662,D003108,Expedite_Shipment,,,F017,R0025,S013,F017,10000,868.22,1,0.05,1,0.95,True
A004663,D003109,Switch_Supplier,S002,C002,F018,,S002,F018,10000,8565.15,0,0.0535,18,0.9465,False
A004664,D003109,Use_Backup_Inventory,,C178,F018,R0856,W028,W029,10000,1620.47,8,0.05,1,0.95,True
A004665,D003110,Reallocate_Inventory,,C493,F018,R0935,W013,W019,5557,297.39,4,0.05,1,0.95,True
A004666,D003111,Increase_Production,,,F018,,,,373,44143.37,2,0.05,5,0.95,False
A004667,D003111,Reschedule_Production,,,F018,,,,1631,5885.78,2,0.05,5,0.95,True
A004668,D003112,Expedite_Shipment,,,F018,R0076,S038,F018,10000,111.81,3,0.05,3,0.95,True
A004669,D003113,Switch_Supplier,S020,C020,F019,,S020,F019,10000,19243.25,0,0.0739,4,0.9261,False
A004670,D003113,Use_Backup_Inventory,,C087,F019,R0859,W030,W001,6242,178.5,2,0.05,1,0.95,True
A004671,D003114,Reallocate_Inventory,,C340,F019,R0821,W011,W012,10000,198.8,0,0.05,2,0.95,False
A004672,D003115,Increase_Production,,,F019,,,,720,174108.5,4,0.05,6,0.95,False
A004673,D003115,Reschedule_Production,,,F019,,,,1833,23214.47,4,0.05,6,0.95,False
A004674,D003116,Expedite_Shipment,,,F019,R0153,S077,F019,10000,349.33,1,0.05,2,0.95,True
A004675,D003117,Switch_Supplier,S022,C022,F020,,S022,F020,10000,56304.6,0,0.2281,16,0.7719,False
A004676,D003117,Use_Backup_Inventory,,C439,F020,R0838,W019,W020,2287,4208.07,11,0.05,1,0.95,False
A004677,D003118,Reallocate_Inventory,,C497,F020,R0844,W022,W023,10000,719.45,3,0.05,1,0.95,True
A004678,D003119,Increase_Production,,,F020,,,,1152,40225.76,1,0.05,2,0.95,True
A004679,D003119,Reschedule_Production,,,F020,,,,1985,5363.43,1,0.05,2,0.95,True
A004680,D003120,Expedite_Shipment,,,F020,R0154,S077,F020,10000,705.07,2,0.05,3,0.95,True
A004681,D003121,Switch_Supplier,S011,C011,F001,,S011,F001,10000,3179.0,0,0.1295,28,0.8705,False
A004682,D003121,Use_Backup_Inventory,,C272,F001,R0816,W008,W009,10000,201.36,1,0.05,1,0.95,True
A004683,D003122,Reallocate_Inventory,,C162,F001,R0826,W013,W014,10000,4571.7,10,0.05,1,0.95,True
A004684,D003123,Increase_Production,,,F001,,,,564,33510.84,4,0.05,6,0.95,False
A004685,D003123,Reschedule_Production,,,F001,,,,973,4468.11,4,0.05,6,0.95,True
A004686,D003124,Expedite_Shipment,,,F001,R0166,S083,F001,10000,646.55,4,0.05,4,0.95,True
A004687,D003125,Switch_Supplier,S012,C012,F002,,S012,F002,10000,7443.45,3,0.2628,5,0.7372,True
A004688,D003125,Use_Backup_Inventory,,C279,F002,R0830,W015,W016,8541,360.84,7,0.05,1,0.95,True
A004689,D003126,Reallocate_Inventory,,C066,F002,R0942,W014,W006,10000,1126.98,12,0.05,1,0.95,True
A004690,D003127,Increase_Production,,,F002,,,,2000,20504.06,4,0.05,6,0.95,True
A004691,D003127,Reschedule_Production,,,F002,,,,1953,2733.87,4,0.05,6,0.95,True
A004692,D003128,Expedite_Shipment,,,F002,R0033,S017,F002,10000,266.86,6,0.05,6,0.95,True
A004693,D003129,Switch_Supplier,S010,C010,F003,,S010,F003,10000,6953.85,0,0.1074,17,0.8926,False
A004694,D003129,Use_Backup_Inventory,,C082,F003,R0844,W022,W023,10000,784.59,5,0.05,1,0.95,True
A004695,D003130,Reallocate_Inventory,,C311,F003,R0935,W013,W019,7280,29.4,5,0.05,1,0.95,True
A004696,D003131,Increase_Production,,,F003,,,,2822,387161.28,2,0.05,4,0.95,False
A004697,D003131,Reschedule_Production,,,F003,,,,5361,51621.5,2,0.05,4,0.95,False
A004698,D003132,Expedite_Shipment,,,F003,R0111,S056,F003,10000,173.46,4,0.05,5,0.95,True
A004699,D003133,Switch_Supplier,S024,C024,F004,,S024,F004,10000,11032.2,5,0.1204,7,0.8796,True
A004700,D003133,Use_Backup_Inventory,,C418,F004,R0859,W030,W001,10000,98.08,11,0.05,1,0.95,True
A004701,D003134,Reallocate_Inventory,,C220,F004,R0940,W011,W013,8332,3723.08,4,0.05,1,0.95,True
A004702,D003135,Increase_Production,,,F004,,,,1339,20560.68,4,0.05,8,0.95,True
A004703,D003135,Reschedule_Production,,,F004,,,,5504,2741.42,4,0.05,8,0.95,True
A004704,D003136,Expedite_Shipment,,,F004,R0081,S041,F004,10000,83.42,2,0.05,2,0.95,True
A004705,D003137,Switch_Supplier,S004,C004,F005,,S004,F005,10000,20090.15,0,0.0608,27,0.9392,False
A004706,D003137,Use_Backup_Inventory,,C046,F005,R0839,W020,W021,3506,684.9,2,0.05,1,0.95,False
A004707,D003138,Reallocate_Inventory,,C122,F005,R0809,W005,W006,10000,177.66,9,0.05,2,0.95,True
A004708,D003139,Increase_Production,,,F005,,,,1596,29084.64,4,0.05,6,0.95,True
A004709,D003139,Reschedule_Production,,,F005,,,,7252,3877.95,4,0.05,6,0.95,True
A004710,D003140,Expedite_Shipment,,,F005,R0092,S046,F005,10000,301.94,3,0.05,3,0.95,True
A004711,D003141,Switch_Supplier,S018,C018,F006,,S018,F006,10000,29617.6,0,0.0862,16,0.9138,False
A004712,D003141,Use_Backup_Inventory,,C472,F006,R0965,W025,W030,10000,511.3,3,0.05,2,0.95,True
A004713,D003142,Reallocate_Inventory,,C328,F006,R0806,W003,W004,10000,2069.55,8,0.05,1,0.95,True
A004714,D003143,Increase_Production,,,F006,,,,997,114349.56,4,0.05,6,0.95,False
A004715,D003143,Reschedule_Production,,,F006,,,,1550,15246.61,4,0.05,6,0.95,False
A004716,D003144,Expedite_Shipment,,,F006,R0185,S093,F006,10000,554.21,7,0.05,7,0.95,True
A004717,D003145,Switch_Supplier,S004,C004,F007,,S004,F007,10000,1861.2,0,0.0608,27,0.9392,False
A004718,D003145,Use_Backup_Inventory,,C091,F007,R0809,W005,W006,10000,120.87,9,0.05,2,0.95,True
A004719,D003146,Reallocate_Inventory,,C310,F007,R0939,W011,W013,10000,1631.11,3,0.05,4,0.95,True
A004720,D003147,Increase_Production,,,F007,,,,3108,36381.75,1,0.05,3,0.95,True
A004721,D003147,Reschedule_Production,,,F007,,,,3061,4850.9,1,0.05,3,0.95,True
A004722,D003148,Expedite_Shipment,,,F007,R0054,S027,F007,10000,104.23,3,0.05,3,0.95,True
A004723,D003149,Switch_Supplier,S003,C003,F008,,S003,F008,10000,2500.4,0,0.0135,12,0.9865,False
A004724,D003149,Use_Backup_Inventory,,C097,F008,R0948,W008,W015,10000,596.39,2,0.05,1,0.95,True
A004725,D003150,Reallocate_Inventory,,C200,F008,R0852,W026,W027,7136,498.32,9,0.05,1,0.95,True
