inventory_id,factory_id,component_id,quantity_on_hand,reserved_quantity,safety_stock,available_quantity,usable_quantity,snapshot_date,unit_cost_usd
FI001581,F007,C462,14,0,2,14,12,2027-01-01,5.95
FI001582,F007,C463,0,0,0,0,0,2027-01-01,6.40
FI001583,F007,C470,52,4,4,48,44,2027-01-01,9.55
FI001584,F007,C472,140,4,8,136,128,2027-01-01,10.45
FI001585,F007,C474,92,4,8,88,80,2027-01-01,11.35
FI001586,F007,C476,30,1,2,29,27,2027-01-01,12.25
FI001587,F007,C478,20,1,2,19,17,2027-01-01,13.15
FI001588,F007,C481,32,1,2,31,29,2027-01-01,14.50
FI001589,F007,C483,34,2,2,32,30,2027-01-01,15.40
FI001590,F007,C484,58,4,4,54,50,2027-01-01,15.85
FI001591,F007,C485,56,8,8,48,40,2027-01-01,16.30
FI001592,F007,C492,31,0,2,31,29,2027-01-01,19.45
FI001593,F007,C496,74,0,4,74,70,2027-01-01,21.25
FI001594,F007,C497,64,4,8,60,52,2027-01-01,21.70
FI001595,F007,C498,13,2,2,11,9,2027-01-01,22.15
FI001596,F007,C499,33,2,2,31,29,2027-01-01,22.60
FI001597,F007,C500,74,0,4,74,70,2027-01-01,23.05
FI001598,F008,C001,64,0,8,64,56,2027-01-01,1.00
FI001599,F008,C002,34,0,4,34,30,2027-01-01,1.45
FI001600,F008,C003,84,0,8,84,76,2027-01-01,1.90
FI001601,F008,C004,68,8,8,60,52,2027-01-01,2.35
FI001602,F008,C005,48,4,8,44,36,2027-01-01,2.80
FI001603,F008,C006,80,4,8,76,68,2027-01-01,3.25
FI001604,F008,C007,38,2,4,36,32,2027-01-01,3.70
FI001605,F008,C008,68,8,8,60,52,2027-01-01,4.15
FI001606,F008,C009,128,8,8,120,112,2027-01-01,4.60
FI001607,F008,C010,116,4,8,112,104,2027-01-01,5.05
FI001608,F008,C011,30,2,4,28,24,2027-01-01,5.50
FI001609,F008,C012,60,0,8,60,52,2027-01-01,5.95
FI001610,F008,C013,62,2,4,60,56,2027-01-01,6.40
FI001611,F008,C014,18,2,2,16,14,2027-01-01,6.85
FI001612,F008,C015,46,2,4,44,40,2027-01-01,7.30
FI001613,F008,C016,120,0,8,120,112,2027-01-01,7.75
FI001614,F008,C017,116,8,8,108,100,2027-01-01,8.20
FI001615,F008,C018,30,0,4,30,26,2027-01-01,8.65
FI001616,F008,C019,36,1,2,35,33,2027-01-01,9.10
FI001617,F008,C020,80,0,8,80,72,2027-01-01,9.55
FI001618,F008,C021,54,4,4,50,46,2027-01-01,10.00
FI001619,F008,C023,116,4,8,112,104,2027-01-01,10.90
FI001620,F008,C024,88,0,8,88,80,2027-01-01,11.35
FI001621,F008,C025,120,4,8,116,108,2027-01-01,11.80
FI001622,F008,C026,100,0,8,100,92,2027-01-01,12.25
FI001623,F008,C027,26,2,4,24,20,2027-01-01,12.70
FI001624,F008,C028,66,4,4,62,58,2027-01-01,13.15
FI001625,F008,C029,116,0,8,116,108,2027-01-01,13.60
FI001626,F008,C030,76,8,8,68,60,2027-01-01,14.05
FI001627,F008,C033,68,4,4,64,60,2027-01-01,15.40
FI001628,F008,C035,152,0,8,152,144,2027-01-01,16.30
FI001629,F008,C037,152,4,8,148,140,2027-01-01,17.20
FI001630,F008,C039,84,0,8,84,76,2027-01-01,18.10
FI001631,F008,C042,13,2,2,11,9,2027-01-01,19.45
FI001632,F008,C043,26,2,2,24,22,2027-01-01,19.90
FI001633,F008,C044,35,0,2,35,33,2027-01-01,20.35
FI001634,F008,C045,132,8,8,124,116,2027-01-01,20.80
FI001635,F008,C047,25,2,2,23,21,2027-01-01,21.70
FI001636,F008,C048,76,4,4,72,68,2027-01-01,22.15
FI001637,F008,C049,100,0,8,100,92,2027-01-01,22.60
FI001638,F008,C050,24,1,2,23,21,2027-01-01,23.05
FI001639,F008,C051,70,4,4,66,62,2027-01-01,1.00
FI001640,F008,C052,50,0,4,50,46,2027-01-01,1.45
FI001641,F008,C053,46,0,4,46,42,2027-01-01,1.90
FI001642,F008,C054,62,4,4,58,54,2027-01-01,2.35
FI001643,F008,C058,46,0,4,46,42,2027-01-01,4.15
FI001644,F008,C060,31,1,2,30,28,2027-01-01,5.05
FI001645,F008,C065,28,1,2,27,25,2027-01-01,7.30
FI001646,F008,C066,54,2,4,52,48,2027-01-01,7.75
FI001647,F008,C067,104,8,8,96,88,2027-01-01,8.20
FI001648,F008,C069,14,1,2,13,11,2027-01-01,9.10
FI001649,F008,C074,15,1,2,14,12,2027-01-01,11.35
FI001650,F008,C075,70,4,4,66,62,2027-01-01,11.80
FI001651,F008,C076,128,0,8,128,120,2027-01-01,12.25
FI001652,F008,C077,39,0,2,39,37,2027-01-01,12.70
FI001653,F008,C081,39,0,2,39,37,2027-01-01,14.50
FI001654,F008,C082,28,4,4,24,20,2027-01-01,14.95
FI001655,F008,C083,22,2,2,20,18,2027-01-01,15.40
FI001656,F008,C090,120,8,8,112,104,2027-01-01,18.55
FI001657,F008,C092,84,8,8,76,68,2027-01-01,19.45
FI001658,F008,C093,30,0,4,30,26,2027-01-01,19.90
FI001659,F008,C094,40,0,2,40,38,2027-01-01,20.35
FI001660,F008,C095,116,0,8,116,108,2027-01-01,20.80
FI001661,F008,C097,38,0,4,38,34,2027-01-01,21.70
FI001662,F008,C101,64,4,4,60,56,2027-01-01,1.00
FI001663,F008,C102,144,8,8,136,128,2027-01-01,1.45
FI001664,F008,C105,56,4,8,52,44,2027-01-01,2.80
FI001665,F008,C108,80,2,4,78,74,2027-01-01,4.15
FI001666,F008,C109,34,2,2,32,30,2027-01-01,4.60
FI001667,F008,C111,14,1,2,13,11,2027-01-01,5.50
FI001668,F008,C118,27,1,2,26,24,2027-01-01,8.65
FI001669,F008,C121,20,0,2,20,18,2027-01-01,10.00
FI001670,F008,C123,52,0,8,52,44,2027-01-01,10.90
FI001671,F008,C124,39,1,2,38,36,2027-01-01,11.35
FI001672,F008,C125,42,4,4,38,34,2027-01-01,11.80
FI001673,F008,C128,16,1,2,15,13,2027-01-01,13.15
FI001674,F008,C129,148,8,8,140,132,2027-01-01,13.60
FI001675,F008,C130,62,4,4,58,54,2027-01-01,14.05
FI001676,F008,C136,34,0,2,34,32,2027-01-01,16.75
FI001677,F008,C142,62,4,4,58,54,2027-01-01,19.45
FI001678,F008,C148,28,2,2,26,24,2027-01-01,22.15
FI001679,F008,C149,104,4,8,100,92,2027-01-01,22.60
FI001680,F008,C152,35,1,2,34,32,2027-01-01,1.45
FI001681,F008,C153,60,4,4,56,52,2027-01-01,1.90
FI001682,F008,C155,152,0,8,152,144,2027-01-01,2.80
FI001683,F008,C158,40,1,2,39,37,2027-01-01,4.15
FI001684,F008,C164,35,1,2,34,32,2027-01-01,6.85
FI001685,F008,C166,16,1,2,15,13,2027-01-01,7.75
FI001686,F008,C168,76,2,4,74,70,2027-01-01,8.65
FI001687,F008,C173,60,4,4,56,52,2027-01-01,10.90
FI001688,F008,C174,160,4,8,156,148,2027-01-01,11.35
FI001689,F008,C177,32,2,2,30,28,2027-01-01,12.70
FI001690,F008,C178,29,2,2,27,25,2027-01-01,13.15
FI001691,F008,C179,46,0,4,46,42,2027-01-01,13.60
FI001692,F008,C180,132,0,8,132,124,2027-01-01,14.05
FI001693,F008,C181,26,2,2,24,22,2027-01-01,14.50
FI001694,F008,C182,24,4,4,20,16,2027-01-01,14.95
FI001695,F008,C183,48,4,4,44,40,2027-01-01,15.40
FI001696,F008,C184,56,0,4,56,52,2027-01-01,15.85
FI001697,F008,C189,80,8,8,72,64,2027-01-01,18.10
FI001698,F008,C192,58,4,4,54,50,2027-01-01,19.45
FI001699,F008,C197,136,4,8,132,124,2027-01-01,21.70
FI001700,F008,C199,27,1,2,26,24,2027-01-01,22.60
FI001701,F008,C200,28,4,4,24,20,2027-01-01,23.05
FI001702,F008,C201,36,2,2,34,32,2027-01-01,1.00
FI001703,F008,C203,44,0,4,44,40,2027-01-01,1.90
FI001704,F008,C208,148,8,8,140,132,2027-01-01,4.15
FI001705,F008,C209,152,4,8,148,140,2027-01-01,4.60
FI001706,F008,C212,148,8,8,140,132,2027-01-01,5.95
FI001707,F008,C214,96,8,8,88,80,2027-01-01,6.85
FI001708,F008,C215,16,1,2,15,13,2027-01-01,7.30
FI001709,F008,C217,15,2,2,13,11,2027-01-01,8.20
FI001710,F008,C218,29,0,2,29,27,2027-01-01,8.65
FI001711,F008,C221,64,0,8,64,56,2027-01-01,10.00
FI001712,F008,C222,32,1,2,31,29,2027-01-01,10.45
FI001713,F008,C223,39,2,2,37,35,2027-01-01,10.90
FI001714,F008,C224,32,0,4,32,28,2027-01-01,11.35
FI001715,F008,C226,52,4,4,48,44,2027-01-01,12.25
FI001716,F008,C230,68,0,4,68,64,2027-01-01,14.05
FI001717,F008,C231,18,1,2,17,15,2027-01-01,14.50
FI001718,F008,C233,0,0,0,0,0,2027-01-01,15.40
FI001719,F008,C240,78,0,4,78,74,2027-01-01,18.55
FI001720,F008,C244,33,2,2,31,29,2027-01-01,20.35
FI001721,F008,C247,74,4,4,70,66,2027-01-01,21.70
FI001722,F008,C249,96,0,8,96,88,2027-01-01,22.60
FI001723,F008,C255,21,0,2,21,19,2027-01-01,2.80
FI001724,F008,C257,14,2,2,12,10,2027-01-01,3.70
FI001725,F008,C258,40,2,4,38,34,2027-01-01,4.15
FI001726,F008,C261,32,4,4,28,24,2027-01-01,5.50
FI001727,F008,C262,29,1,2,28,26,2027-01-01,5.95
FI001728,F008,C264,36,2,4,34,30,2027-01-01,6.85
FI001729,F008,C267,15,2,2,13,11,2027-01-01,8.20
FI001730,F008,C272,0,0,0,0,0,2027-01-01,10.45
FI001731,F008,C273,0,0,0,0,0,2027-01-01,10.90
FI001732,F008,C275,16,1,2,15,13,2027-01-01,11.80
FI001733,F008,C277,0,0,0,0,0,2027-01-01,12.70
FI001734,F008,C278,42,0,4,42,38,2027-01-01,13.15
FI001735,F008,C279,31,2,2,29,27,2027-01-01,13.60
FI001736,F008,C280,80,8,8,72,64,2027-01-01,14.05
FI001737,F008,C281,38,2,2,36,34,2027-01-01,14.50
FI001738,F008,C282,25,2,2,23,21,2027-01-01,14.95
FI001739,F008,C283,40,1,2,39,37,2027-01-01,15.40
FI001740,F008,C287,56,8,8,48,40,2027-01-01,17.20
FI001741,F008,C289,60,0,8,60,52,2027-01-01,18.10
FI001742,F008,C290,12,1,2,11,9,2027-01-01,18.55
FI001743,F008,C291,35,2,2,33,31,2027-01-01,19.00
FI001744,F008,C292,96,0,8,96,88,2027-01-01,19.45
FI001745,F008,C296,62,2,4,60,56,2027-01-01,21.25
FI001746,F008,C297,34,1,2,33,31,2027-01-01,21.70
FI001747,F008,C299,27,2,2,25,23,2027-01-01,22.60
FI001748,F008,C301,15,2,2,13,11,2027-01-01,1.00
FI001749,F008,C302,36,2,4,34,30,2027-01-01,1.45
FI001750,F008,C303,38,2,4,36,32,2027-01-01,1.90
FI001751,F008,C304,78,0,4,78,74,2027-01-01,2.35
FI001752,F008,C305,24,1,2,23,21,2027-01-01,2.80
FI001753,F008,C306,32,2,2,30,28,2027-01-01,3.25
FI001754,F008,C309,35,0,2,35,33,2027-01-01,4.60
FI001755,F008,C310,26,1,2,25,23,2027-01-01,5.05
FI001756,F008,C318,74,0,4,74,70,2027-01-01,8.65
FI001757,F008,C319,144,8,8,136,128,2027-01-01,9.10
FI001758,F008,C322,92,8,8,84,76,2027-01-01,10.45
FI001759,F008,C323,72,2,4,70,66,2027-01-01,10.90
FI001760,F008,C324,144,0,8,144,136,2027-01-01,11.35
FI001761,F008,C328,140,8,8,132,124,2027-01-01,13.15
FI001762,F008,C329,36,2,4,34,30,2027-01-01,13.60
FI001763,F008,C331,38,0,2,38,36,2027-01-01,14.50
FI001764,F008,C333,13,2,2,11,9,2027-01-01,15.40
FI001765,F008,C334,42,0,4,42,38,2027-01-01,15.85
FI001766,F008,C338,18,1,2,17,15,2027-01-01,17.65
FI001767,F008,C341,128,8,8,120,112,2027-01-01,19.00
FI001768,F008,C343,20,2,2,18,16,2027-01-01,19.90
FI001769,F008,C345,18,0,2,18,16,2027-01-01,20.80
FI001770,F008,C349,17,2,2,15,13,2027-01-01,22.60
FI001771,F008,C352,13,0,2,13,11,2027-01-01,1.45
FI001772,F008,C355,40,2,4,38,34,2027-01-01,2.80
FI001773,F008,C357,0,0,0,0,0,2027-01-01,3.70
FI001774,F008,C360,21,0,2,21,19,2027-01-01,5.05
FI001775,F008,C362,32,0,2,32,30,2027-01-01,5.95
FI001776,F008,C364,33,2,2,31,29,2027-01-01,6.85
FI001777,F008,C372,66,2,4,64,60,2027-01-01,10.45
FI001778,F008,C374,108,8,8,100,92,2027-01-01,11.35
FI001779,F008,C375,62,4,4,58,54,2027-01-01,11.80
FI001780,F008,C377,34,2,4,32,28,2027-01-01,12.70
FI001781,F008,C378,156,4,8,152,144,2027-01-01,13.15
FI001782,F008,C379,37,2,2,35,33,2027-01-01,13.60
FI001783,F008,C380,22,0,2,22,20,2027-01-01,14.05
FI001784,F008,C381,38,4,4,34,30,2027-01-01,14.50
FI001785,F008,C385,140,4,8,136,128,2027-01-01,16.30
FI001786,F008,C386,30,0,4,30,26,2027-01-01,16.75
FI001787,F008,C388,76,8,8,68,60,2027-01-01,17.65
FI001788,F008,C391,56,8,8,48,40,2027-01-01,19.00
FI001789,F008,C395,88,4,8,84,76,2027-01-01,20.80
FI001790,F008,C397,14,1,2,13,11,2027-01-01,21.70
FI001791,F008,C399,52,8,8,44,36,2027-01-01,22.60
FI001792,F008,C400,21,0,2,21,19,2027-01-01,23.05
FI001793,F008,C404,152,8,8,144,136,2027-01-01,2.35
FI001794,F008,C405,70,4,4,66,62,2027-01-01,2.80
FI001795,F008,C406,56,8,8,48,40,2027-01-01,3.25
FI001796,F008,C411,54,4,4,50,46,2027-01-01,5.50
FI001797,F008,C414,22,0,2,22,20,2027-01-01,6.85
FI001798,F008,C417,80,0,4,80,76,2027-01-01,8.20
FI001799,F008,C425,100,4,8,96,88,2027-01-01,11.80
FI001800,F008,C426,31,1,2,30,28,2027-01-01,12.25
FI001801,F008,C427,25,2,2,23,21,2027-01-01,12.70
FI001802,F008,C430,14,1,2,13,11,2027-01-01,14.05
FI001803,F008,C436,21,1,2,20,18,2027-01-01,16.75
FI001804,F008,C438,64,0,8,64,56,2027-01-01,17.65
FI001805,F008,C439,84,8,8,76,68,2027-01-01,18.10
FI001806,F008,C442,28,0,4,28,24,2027-01-01,19.45
FI001807,F008,C446,108,0,8,108,100,2027-01-01,21.25
FI001808,F008,C447,44,2,4,42,38,2027-01-01,21.70
FI001809,F008,C452,33,2,2,31,29,2027-01-01,1.45
FI001810,F008,C454,124,4,8,120,112,2027-01-01,2.35
FI001811,F008,C455,30,1,2,29,27,2027-01-01,2.80
FI001812,F008,C456,100,0,8,100,92,2027-01-01,3.25
FI001813,F008,C458,27,0,2,27,25,2027-01-01,4.15
FI001814,F008,C459,28,1,2,27,25,2027-01-01,4.60
FI001815,F008,C460,78,4,4,74,70,2027-01-01,5.05
FI001816,F008,C469,62,0,4,62,58,2027-01-01,9.10
FI001817,F008,C471,124,0,8,124,116,2027-01-01,10.00
FI001818,F008,C473,104,0,8,104,96,2027-01-01,10.90
FI001819,F008,C475,44,0,4,44,40,2027-01-01,11.80
FI001820,F008,C476,100,0,8,100,92,2027-01-01,12.25
FI001821,F008,C477,104,8,8,96,88,2027-01-01,12.70
FI001822,F008,C485,32,1,2,31,29,2027-01-01,16.30
FI001823,F008,C486,19,0,2,19,17,2027-01-01,16.75
FI001824,F008,C487,22,0,2,22,20,2027-01-01,17.20
FI001825,F008,C489,32,2,2,30,28,2027-01-01,18.10
FI001826,F008,C490,13,1,2,12,10,2027-01-01,18.55
FI001827,F008,C491,12,0,2,12,10,2027-01-01,19.00
FI001828,F008,C493,46,4,4,42,38,2027-01-01,19.90
FI001829,F009,C001,128,8,8,120,112,2027-01-01,1.00
FI001830,F009,C002,100,4,8,96,88,2027-01-01,1.45
FI001831,F009,C003,37,0,2,37,35,2027-01-01,1.90
FI001832,F009,C004,60,4,8,56,48,2027-01-01,2.35
FI001833,F009,C005,104,8,8,96,88,2027-01-01,2.80
FI001834,F009,C006,124,0,8,124,116,2027-01-01,3.25
FI001835,F009,C007,34,2,4,32,28,2027-01-01,3.70
FI001836,F009,C008,152,8,8,144,136,2027-01-01,4.15
FI001837,F009,C009,80,4,8,76,68,2027-01-01,4.60
FI001838,F009,C010,96,8,8,88,80,2027-01-01,5.05
FI001839,F009,C011,31,1,2,30,28,2027-01-01,5.50
FI001840,F009,C012,132,4,8,128,120,2027-01-01,5.95
FI001841,F009,C013,68,4,8,64,56,2027-01-01,6.40
FI001842,F009,C014,160,0,8,160,152,2027-01-01,6.85
FI001843,F009,C015,50,4,4,46,42,2027-01-01,7.30
FI001844,F009,C016,30,0,4,30,26,2027-01-01,7.75
FI001845,F009,C017,104,4,8,100,92,2027-01-01,8.20
FI001846,F009,C018,84,0,8,84,76,2027-01-01,8.65
FI001847,F009,C019,20,0,2,20,18,2027-01-01,9.10
FI001848,F009,C020,70,2,4,68,64,2027-01-01,9.55
FI001849,F009,C021,58,4,4,54,50,2027-01-01,10.00
FI001850,F009,C022,132,0,8,132,124,2027-01-01,10.45
FI001851,F009,C023,104,4,8,100,92,2027-01-01,10.90
FI001852,F009,C024,128,0,8,128,120,2027-01-01,11.35
FI001853,F009,C026,39,1,2,38,36,2027-01-01,12.25
FI001854,F009,C029,28,2,4,26,22,2027-01-01,13.60
FI001855,F009,C030,104,4,8,100,92,2027-01-01,14.05
FI001856,F009,C031,40,0,4,40,36,2027-01-01,14.50
FI001857,F009,C033,148,8,8,140,132,2027-01-01,15.40
FI001858,F009,C037,72,8,8,64,56,2027-01-01,17.20
FI001859,F009,C038,39,1,2,38,36,2027-01-01,17.65
FI001860,F009,C044,22,2,2,20,18,2027-01-01,20.35
FI001861,F009,C045,52,4,8,48,40,2027-01-01,20.80
FI001862,F009,C046,34,0,2,34,32,2027-01-01,21.25
FI001863,F009,C049,44,4,4,40,36,2027-01-01,22.60
FI001864,F009,C050,66,0,4,66,62,2027-01-01,23.05
FI001865,F009,C051,28,1,2,27,25,2027-01-01,1.00
FI001866,F009,C053,36,0,4,36,32,2027-01-01,1.90
FI001867,F009,C054,54,4,4,50,46,2027-01-01,2.35
FI001868,F009,C056,52,0,4,52,48,2027-01-01,3.25
FI001869,F009,C058,28,1,2,27,25,2027-01-01,4.15
FI001870,F009,C059,152,8,8,144,136,2027-01-01,4.60
FI001871,F009,C061,24,0,2,24,22,2027-01-01,5.50
FI001872,F009,C064,21,1,2,20,18,2027-01-01,6.85
FI001873,F009,C067,42,2,4,40,36,2027-01-01,8.20
FI001874,F009,C069,14,2,2,12,10,2027-01-01,9.10
FI001875,F009,C072,36,4,4,32,28,2027-01-01,10.45
FI001876,F009,C073,31,0,2,31,29,2027-01-01,10.90
FI001877,F009,C074,30,0,2,30,28,2027-01-01,11.35
FI001878,F009,C076,72,0,8,72,64,2027-01-01,12.25
FI001879,F009,C084,56,2,4,54,50,2027-01-01,15.85
FI001880,F009,C086,136,4,8,132,124,2027-01-01,16.75
FI001881,F009,C089,28,2,2,26,24,2027-01-01,18.10
FI001882,F009,C096,13,2,2,11,9,2027-01-01,21.25
FI001883,F009,C101,25,2,2,23,21,2027-01-01,1.00
FI001884,F009,C102,24,1,2,23,21,2027-01-01,1.45
FI001885,F009,C103,104,8,8,96,88,2027-01-01,1.90
FI001886,F009,C104,34,2,2,32,30,2027-01-01,2.35
FI001887,F009,C106,37,1,2,36,34,2027-01-01,3.25
FI001888,F009,C108,20,1,2,19,17,2027-01-01,4.15
FI001889,F009,C109,39,0,2,39,37,2027-01-01,4.60
FI001890,F009,C110,68,4,4,64,60,2027-01-01,5.05
FI001891,F009,C111,25,2,2,23,21,2027-01-01,5.50
FI001892,F009,C112,36,0,2,36,34,2027-01-01,5.95
FI001893,F009,C113,74,0,4,74,70,2027-01-01,6.40
FI001894,F009,C114,30,1,2,29,27,2027-01-01,6.85
FI001895,F009,C116,30,1,2,29,27,2027-01-01,7.75
FI001896,F009,C119,21,0,2,21,19,2027-01-01,9.10
FI001897,F009,C123,35,1,2,34,32,2027-01-01,10.90
FI001898,F009,C125,36,1,2,35,33,2027-01-01,11.80
FI001899,F009,C128,28,1,2,27,25,2027-01-01,13.15
FI001900,F009,C129,28,0,2,28,26,2027-01-01,13.60
FI001901,F009,C130,34,1,2,33,31,2027-01-01,14.05
FI001902,F009,C132,136,0,8,136,128,2027-01-01,14.95
FI001903,F009,C133,36,2,2,34,32,2027-01-01,15.40
FI001904,F009,C136,140,0,8,140,132,2027-01-01,16.75
FI001905,F009,C137,148,8,8,140,132,2027-01-01,17.20
FI001906,F009,C138,62,0,4,62,58,2027-01-01,17.65
FI001907,F009,C139,0,0,0,0,0,2027-01-01,18.10
FI001908,F009,C140,112,8,8,104,96,2027-01-01,18.55
FI001909,F009,C142,48,4,8,44,36,2027-01-01,19.45
FI001910,F009,C146,44,2,4,42,38,2027-01-01,21.25
FI001911,F009,C147,19,2,2,17,15,2027-01-01,21.70
FI001912,F009,C148,148,8,8,140,132,2027-01-01,22.15
FI001913,F009,C150,88,4,8,84,76,2027-01-01,23.05
FI001914,F009,C153,80,8,8,72,64,2027-01-01,1.90
FI001915,F009,C156,35,1,2,34,32,2027-01-01,3.25
FI001916,F009,C157,15,0,2,15,13,2027-01-01,3.70
FI001917,F009,C161,16,1,2,15,13,2027-01-01,5.50
FI001918,F009,C162,96,4,8,92,84,2027-01-01,5.95
FI001919,F009,C163,27,0,2,27,25,2027-01-01,6.40
FI001920,F009,C164,42,2,4,40,36,2027-01-01,6.85
FI001921,F009,C165,78,0,4,78,74,2027-01-01,7.30
FI001922,F009,C166,18,1,2,17,15,2027-01-01,7.75
FI001923,F009,C169,26,2,2,24,22,2027-01-01,9.10
FI001924,F009,C170,40,1,2,39,37,2027-01-01,9.55
FI001925,F009,C178,28,1,2,27,25,2027-01-01,13.15
FI001926,F009,C180,39,2,2,37,35,2027-01-01,14.05
FI001927,F009,C185,34,0,2,34,32,2027-01-01,16.30
FI001928,F009,C189,30,4,4,26,22,2027-01-01,18.10
FI001929,F009,C192,112,0,8,112,104,2027-01-01,19.45
FI001930,F009,C196,46,2,4,44,40,2027-01-01,21.25
FI001931,F009,C197,32,4,4,28,24,2027-01-01,21.70
FI001932,F009,C199,104,0,8,104,96,2027-01-01,22.60
FI001933,F009,C202,52,2,4,50,46,2027-01-01,1.45
FI001934,F009,C203,104,0,8,104,96,2027-01-01,1.90
FI001935,F009,C207,78,2,4,76,72,2027-01-01,3.70
FI001936,F009,C210,0,0,0,0,0,2027-01-01,5.05
FI001937,F009,C213,40,0,2,40,38,2027-01-01,6.40
FI001938,F009,C214,88,0,8,88,80,2027-01-01,6.85
FI001939,F009,C216,27,2,2,25,23,2027-01-01,7.75
FI001940,F009,C217,66,0,4,66,62,2027-01-01,8.20
FI001941,F009,C218,0,0,0,0,0,2027-01-01,8.65
FI001942,F009,C219,19,0,2,19,17,2027-01-01,9.10
FI001943,F009,C221,37,0,2,37,35,2027-01-01,10.00
FI001944,F009,C223,58,0,4,58,54,2027-01-01,10.90
FI001945,F009,C225,104,0,8,104,96,2027-01-01,11.80
FI001946,F009,C227,48,0,4,48,44,2027-01-01,12.70
FI001947,F009,C228,78,4,4,74,70,2027-01-01,13.15
FI001948,F009,C231,38,2,4,36,32,2027-01-01,14.50
FI001949,F009,C234,29,2,2,27,25,2027-01-01,15.85
FI001950,F009,C235,33,0,2,33,31,2027-01-01,16.30
FI001951,F009,C240,16,0,2,16,14,2027-01-01,18.55
FI001952,F009,C241,32,0,4,32,28,2027-01-01,19.00
FI001953,F009,C243,48,0,8,48,40,2027-01-01,19.90
FI001954,F009,C245,78,0,4,78,74,2027-01-01,20.80
FI001955,F009,C249,160,8,8,152,144,2027-01-01,22.60
FI001956,F009,C251,32,2,2,30,28,2027-01-01,1.00
FI001957,F009,C254,18,2,2,16,14,2027-01-01,2.35
FI001958,F009,C261,84,4,8,80,72,2027-01-01,5.50
FI001959,F009,C263,32,0,4,32,28,2027-01-01,6.40
FI001960,F009,C264,24,4,4,20,16,2027-01-01,6.85
FI001961,F009,C265,54,4,4,50,46,2027-01-01,7.30
FI001962,F009,C267,17,2,2,15,13,2027-01-01,8.20
FI001963,F009,C269,58,4,4,54,50,2027-01-01,9.10
FI001964,F009,C271,0,0,0,0,0,2027-01-01,10.00
FI001965,F009,C274,21,1,2,20,18,2027-01-01,11.35
FI001966,F009,C276,32,2,2,30,28,2027-01-01,12.25
FI001967,F009,C277,108,8,8,100,92,2027-01-01,12.70
FI001968,F009,C278,28,4,4,24,20,2027-01-01,13.15
FI001969,F009,C282,56,4,4,52,48,2027-01-01,14.95
FI001970,F009,C285,37,2,2,35,33,2027-01-01,16.30
FI001971,F009,C286,19,2,2,17,15,2027-01-01,16.75
FI001972,F009,C287,21,0,2,21,19,2027-01-01,17.20
FI001973,F009,C290,16,0,2,16,14,2027-01-01,18.55
FI001974,F009,C291,36,4,4,32,28,2027-01-01,19.00
FI001975,F009,C293,37,0,2,37,35,2027-01-01,19.90
FI001976,F009,C294,60,8,8,52,44,2027-01-01,20.35
FI001977,F009,C295,152,8,8,144,136,2027-01-01,20.80
FI001978,F009,C298,16,0,2,16,14,2027-01-01,22.15
FI001979,F009,C300,50,0,4,50,46,2027-01-01,23.05
FI001980,F009,C301,23,1,2,22,20,2027-01-01,1.00
FI001981,F009,C302,54,2,4,52,48,2027-01-01,1.45
FI001982,F009,C304,76,0,8,76,68,2027-01-01,2.35
FI001983,F009,C307,80,2,4,78,74,2027-01-01,3.70
FI001984,F009,C308,52,8,8,44,36,2027-01-01,4.15
FI001985,F009,C314,24,1,2,23,21,2027-01-01,6.85
FI001986,F009,C316,0,0,0,0,0,2027-01-01,7.75
FI001987,F009,C318,23,2,2,21,19,2027-01-01,8.65
FI001988,F009,C329,48,4,4,44,40,2027-01-01,13.60
FI001989,F009,C332,24,1,2,23,21,2027-01-01,14.95
FI001990,F009,C333,37,0,2,37,35,2027-01-01,15.40
FI001991,F009,C342,33,0,2,33,31,2027-01-01,19.45
FI001992,F009,C346,124,4,8,120,112,2027-01-01,21.25
FI001993,F009,C349,64,0,4,64,60,2027-01-01,22.60
FI001994,F009,C352,68,4,4,64,60,2027-01-01,1.45
FI001995,F009,C353,78,4,4,74,70,2027-01-01,1.90
FI001996,F009,C356,58,0,4,58,54,2027-01-01,3.25
FI001997,F009,C362,17,2,2,15,13,2027-01-01,5.95
FI001998,F009,C365,21,1,2,20,18,2027-01-01,7.30
FI001999,F009,C367,112,0,8,112,104,2027-01-01,8.20
FI002000,F009,C369,140,8,8,132,124,2027-01-01,9.10
FI002001,F009,C370,36,1,2,35,33,2027-01-01,9.55
FI002002,F009,C371,52,4,4,48,44,2027-01-01,10.00
FI002003,F009,C372,78,0,4,78,74,2027-01-01,10.45
FI002004,F009,C375,136,4,8,132,124,2027-01-01,11.80
FI002005,F009,C380,24,2,4,22,18,2027-01-01,14.05
FI002006,F009,C381,38,0,2,38,36,2027-01-01,14.50
FI002007,F009,C382,22,1,2,21,19,2027-01-01,14.95
FI002008,F009,C383,0,0,0,0,0,2027-01-01,15.40
FI002009,F009,C384,38,1,2,37,35,2027-01-01,15.85
FI002010,F009,C385,37,2,2,35,33,2027-01-01,16.30
FI002011,F009,C388,24,1,2,23,21,2027-01-01,17.65
FI002012,F009,C389,23,1,2,22,20,2027-01-01,18.10
FI002013,F009,C390,30,1,2,29,27,2027-01-01,18.55
FI002014,F009,C391,34,1,2,33,31,2027-01-01,19.00
FI002015,F009,C393,14,2,2,12,10,2027-01-01,19.90
